Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
378723,Platform,IDE,normal,P3,FIXED,[Mac] File proxy in window title bar not available any more,"Product: Platform
Component: IDE
Severity: normal
Priority: P3
Summary: [Mac] File proxy in window title bar not available any more
Resolution: FIXED"
142936,JDT,Text,normal,P2,FIXED,[implementation] Possible NPE in JavaEditor.adjustHighlightRange,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [implementation] Possible NPE in JavaEditor.adjustHighlightRange
Resolution: FIXED"
70503,Platform,UI,major,P1,FIXED,"[Commands] ctrl+c, ctrl+v, ctrl+x accelerators dont work in some scenarios","Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: [Commands] ctrl+c, ctrl+v, ctrl+x accelerators dont work in some scenarios
Resolution: FIXED"
97786,Platform,UI,normal,P3,FIXED,[Viewers] - Lazy Virtual Table View Test - duplicate items appear after delete,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Viewers] - Lazy Virtual Table View Test - duplicate items appear after delete
Resolution: FIXED"
398235,PDE,UI,normal,P3,FIXED,"running PluginModelManager.UpdateClasspathsJob causes race condition, locks","Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: running PluginModelManager.UpdateClasspathsJob causes race condition, locks
Resolution: FIXED"
21769,JDT,Debug,normal,P3,FIXED,Invalid code index stepping in junit code,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Invalid code index stepping in junit code
Resolution: FIXED"
434134,Platform,UI,normal,P1,FIXED,[CSS] Active part's 2nd line toolbar background color looks wrong,"Product: Platform
Component: UI
Severity: normal
Priority: P1
Summary: [CSS] Active part's 2nd line toolbar background color looks wrong
Resolution: FIXED"
436247,Platform,UI,normal,P3,FIXED,"[Themes] ""Colors and Fonts"" pref page fails with NPE when running with '-cssTheme none'","Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Themes] ""Colors and Fonts"" pref page fails with NPE when running with '-cssTheme none'
Resolution: FIXED"
94562,JDT,Text,normal,P2,FIXED,AFE when switching between editor not on the build path,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: AFE when switching between editor not on the build path
Resolution: FIXED"
309415,JDT,Text,normal,P3,FIXED,[implementation][nls tooling] DBCS3.6: 'Find Broken Externalized Strings' not handle constants with CJK Ext-B.,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [implementation][nls tooling] DBCS3.6: 'Find Broken Externalized Strings' not handle constants with CJK Ext-B.
Resolution: FIXED"
467309,Platform,Debug,major,P1,FIXED,NPE in LaunchViewBreadcrumb.dispose,"Product: Platform
Component: Debug
Severity: major
Priority: P1
Summary: NPE in LaunchViewBreadcrumb.dispose
Resolution: FIXED"
216838,PDE,UI,normal,P3,FIXED,CCE in help editor,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: CCE in help editor
Resolution: FIXED"
299082,Platform,User Assistance,major,P3,FIXED,[Intro] label attribute of tag link doesn't substitute variables like $varName$,"Product: Platform
Component: User Assistance
Severity: major
Priority: P3
Summary: [Intro] label attribute of tag link doesn't substitute variables like $varName$
Resolution: FIXED"
25914,JDT,UI,major,P1,FIXED,Method signature refactor does not update Outline,"Product: JDT
Component: UI
Severity: major
Priority: P1
Summary: Method signature refactor does not update Outline
Resolution: FIXED"
268393,JDT,Debug,normal,P3,FIXED,Debugger not letting me change value on null String,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Debugger not letting me change value on null String
Resolution: FIXED"
63685,Platform,Ant,enhancement,P3,FIXED,Customize what happens on each build kind when using external builders and Ant,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P3
Summary: Customize what happens on each build kind when using external builders and Ant
Resolution: FIXED"
212758,PDE,UI,enhancement,P3,FIXED,Show list with running plug-ins that affect import,"Product: PDE
Component: UI
Severity: enhancement
Priority: P3
Summary: Show list with running plug-ins that affect import
Resolution: FIXED"
143855,Platform,Compare,normal,P1,FIXED,class org.eclipse.compare.internal.CompareNavigator should be made public,"Product: Platform
Component: Compare
Severity: normal
Priority: P1
Summary: class org.eclipse.compare.internal.CompareNavigator should be made public
Resolution: FIXED"
89548,Platform,Debug,normal,P2,FIXED,no message for native methods in var view,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: no message for native methods in var view
Resolution: FIXED"
184991,JDT,UI,major,P3,FIXED,[package explorer] RuntimeException on startup with Project Explorer open,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [package explorer] RuntimeException on startup with Project Explorer open
Resolution: FIXED"
184779,Platform,UI,normal,P3,FIXED,[QuickAccess] ClassCastException in quick access,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [QuickAccess] ClassCastException in quick access
Resolution: FIXED"
199799,Platform,UI,normal,P3,FIXED,[DataBinding] 3.3.1: JavaBeanObservableValue may cause NPE when used with ComputedValue,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [DataBinding] 3.3.1: JavaBeanObservableValue may cause NPE when used with ComputedValue
Resolution: FIXED"
11407,Platform,UI,normal,P2,FIXED,[Preferences] ScopedPreferenceStore#needsSaving always returns true,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] ScopedPreferenceStore#needsSaving always returns true
Resolution: FIXED"
75273,Platform,Text,normal,P3,FIXED,[rulers] Team menus should not appear in ruler context menu,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: [rulers] Team menus should not appear in ruler context menu
Resolution: FIXED"
467902,JDT,Core,enhancement,P3,FIXED,[content assist] Add InternalCompletionProposal.getBinding/setBinding,"Product: JDT
Component: Core
Severity: enhancement
Priority: P3
Summary: [content assist] Add InternalCompletionProposal.getBinding/setBinding
Resolution: FIXED"
72881,Platform,Debug,normal,P3,FIXED,LineTracker Test Failure.,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: LineTracker Test Failure.
Resolution: FIXED"
45239,Platform,Compare,normal,P3,FIXED,Show ancestor for incoming and outgoing changes,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: Show ancestor for incoming and outgoing changes
Resolution: FIXED"
19007,JDT,UI,major,P1,FIXED,Assertion failure when copy/pasting import statement,"Product: JDT
Component: UI
Severity: major
Priority: P1
Summary: Assertion failure when copy/pasting import statement
Resolution: FIXED"
232711,JDT,UI,normal,P3,FIXED,"[ccp] ""copy qualified name"" should copy path to ICU","Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [ccp] ""copy qualified name"" should copy path to ICU
Resolution: FIXED"
39953,JDT,UI,normal,P3,FIXED,Navigator sort wrong in Java Source Attachment -> Workspace,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Navigator sort wrong in Java Source Attachment -> Workspace
Resolution: FIXED"
18276,JDT,UI,normal,P1,FIXED,Java Search action set is missing the name for the menu,"Product: JDT
Component: UI
Severity: normal
Priority: P1
Summary: Java Search action set is missing the name for the menu
Resolution: FIXED"
126754,Platform,UI,normal,P2,FIXED,[Progress] Infinit number of Building Workspace jobss,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] Infinit number of Building Workspace jobss
Resolution: FIXED"
56233,Platform,UI,normal,P3,FIXED,[EditorMgmt] Ctrl-E does not work with two Eclipse windows,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [EditorMgmt] Ctrl-E does not work with two Eclipse windows
Resolution: FIXED"
7974,Platform,Debug,critical,P1,FIXED,"Stack overflow pressing ""remove all"" from Expression View","Product: Platform
Component: Debug
Severity: critical
Priority: P1
Summary: Stack overflow pressing ""remove all"" from Expression View
Resolution: FIXED"
16702,JDT,Debug,normal,P2,FIXED,Unhandled NPE in HCR manager,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Unhandled NPE in HCR manager
Resolution: FIXED"
19261,Platform,Search,critical,P1,FIXED,Text search should not use TEXT from team,"Product: Platform
Component: Search
Severity: critical
Priority: P1
Summary: Text search should not use TEXT from team
Resolution: FIXED"
39979,Platform,Debug,normal,P3,FIXED,Edit button should be disabled for multiselect,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Edit button should be disabled for multiselect
Resolution: FIXED"
337347,Platform,UI,enhancement,P3,FIXED,Mention that IPartListener2 implementations can implement IPageChangedListener to get page change notifications,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: Mention that IPartListener2 implementations can implement IPageChangedListener to get page change notifications
Resolution: FIXED"
331954,PDE,API Tools,normal,P3,FIXED,Polish Use Scan Feature II,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: Polish Use Scan Feature II
Resolution: FIXED"
396009,Platform,Releng,normal,P2,FIXED,org.eclipse.sdk.examples.source version is not matching its feature.xml in 4.2.2 build M20121205-1200,"Product: Platform
Component: Releng
Severity: normal
Priority: P2
Summary: org.eclipse.sdk.examples.source version is not matching its feature.xml in 4.2.2 build M20121205-1200
Resolution: FIXED"
169458,Platform,UI,critical,P1,FIXED,[ErrorHandling] New status handling shows wrong severity icons,"Product: Platform
Component: UI
Severity: critical
Priority: P1
Summary: [ErrorHandling] New status handling shows wrong severity icons
Resolution: FIXED"
21400,JDT,Debug,normal,P3,FIXED,Loss of member details in text of Breakpoints,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Loss of member details in text of Breakpoints
Resolution: FIXED"
86174,Platform,Ant,major,P3,FIXED,AntSecurityException while running nested antRunner,"Product: Platform
Component: Ant
Severity: major
Priority: P3
Summary: AntSecurityException while running nested antRunner
Resolution: FIXED"
60064,Platform,Debug,trivial,P3,FIXED,Memory preference page is missing mnemonic,"Product: Platform
Component: Debug
Severity: trivial
Priority: P3
Summary: Memory preference page is missing mnemonic
Resolution: FIXED"
10595,JDT,Debug,critical,P1,FIXED,Debug into non-JavaBuildPath no longer works.,"Product: JDT
Component: Debug
Severity: critical
Priority: P1
Summary: Debug into non-JavaBuildPath no longer works.
Resolution: FIXED"
1751,JDT,Debug,critical,P1,FIXED,Console misses style range for quick output (1GL4R1L),"Product: JDT
Component: Debug
Severity: critical
Priority: P1
Summary: Console misses style range for quick output (1GL4R1L)
Resolution: FIXED"
46418,JDT,Debug,normal,P2,FIXED,PDE classpath containers not working for non-PDE applications,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: PDE classpath containers not working for non-PDE applications
Resolution: FIXED"
380218,Platform,Text,normal,P3,FIXED,TUR4.2: Regular Expression \C violates the relation between doted I and dotless I in Turkish.,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: TUR4.2: Regular Expression \C violates the relation between doted I and dotless I in Turkish.
Resolution: FIXED"
79760,JDT,Core,normal,P3,FIXED,ASTRewrite should support replacing n nodes with m nodes to better maintain formatting,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: ASTRewrite should support replacing n nodes with m nodes to better maintain formatting
Resolution: FIXED"
159597,Platform,UI,normal,P3,FIXED,[Viewers] getRowPart(Point) behaves differently on Table than on Tree,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Viewers] getRowPart(Point) behaves differently on Table than on Tree
Resolution: FIXED"
429553,Platform,UI,normal,P3,FIXED,[CSS] ColorDefinitions defined by CSS and modified by user are wrongly read from preference store,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [CSS] ColorDefinitions defined by CSS and modified by user are wrongly read from preference store
Resolution: FIXED"
68586,JDT,Text,critical,P2,FIXED,[implementation] Reconciling should be more robust,"Product: JDT
Component: Text
Severity: critical
Priority: P2
Summary: [implementation] Reconciling should be more robust
Resolution: FIXED"
79441,Platform,UI,normal,P3,FIXED,[Dialogs] Save As dialog not resizable,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Dialogs] Save As dialog not resizable
Resolution: FIXED"
63407,Platform,UI,normal,P2,FIXED,[JFace] image reading is unbuffered,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [JFace] image reading is unbuffered
Resolution: FIXED"
218293,PDE,UI,enhancement,P3,FIXED,[log view] log selection menu should be radio style,"Product: PDE
Component: UI
Severity: enhancement
Priority: P3
Summary: [log view] log selection menu should be radio style
Resolution: FIXED"
292936,PDE,UI,minor,P3,FIXED,"""Plug-in with a property page"" template generates incorrect code","Product: PDE
Component: UI
Severity: minor
Priority: P3
Summary: ""Plug-in with a property page"" template generates incorrect code
Resolution: FIXED"
26918,Platform,Ant,normal,P1,FIXED,Projects with external builders cause NPEs when built in headless mode,"Product: Platform
Component: Ant
Severity: normal
Priority: P1
Summary: Projects with external builders cause NPEs when built in headless mode
Resolution: FIXED"
106243,JDT,Debug,normal,P3,FIXED,clear detail formatter cache when 'max detail length' pref changes,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: clear detail formatter cache when 'max detail length' pref changes
Resolution: FIXED"
11923,Platform,Debug,normal,P2,FIXED,Console preference page needs reworking,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Console preference page needs reworking
Resolution: FIXED"
